Date,Redraft PPR ADP,Redraft SF ADP,Redraft Half PPR ADP,Dynasty PPR ADP,Dynasty SF ADP,Dynasty Half PPR ADP,IDP ADP,Player Team,Player First Name,Player Last Name,Fantasy Player Position,Player Id,Positional Rank
"August 21, 2024",248,217.9,227.4,245.1,244.2,223.1,397.3,ARI,Greg,Dortch,WR,5970,WR85
"August 21, 2024",249.1,234.9,255.8,277,247.7,253.2,,DAL,Jalen,Tolbert,WR,8117,WR86
"August 21, 2024",250.9,131,246.8,285.4,159.1,270.7,215.1,PIT,Russell,Wilson,QB,1234,QB31
"August 21, 2024",251.6,233.5,270.7,257.6,249.5,262.1,,BUF,Dawson,Knox,TE,5906,TE30
"August 21, 2024",251.8,235.4,247.9,253.6,251.5,231.5,,MIA,Odell,Beckham,WR,2078,WR87
"August 21, 2024",253.1,258.1,259.1,,,261.1,259.1,,,,,TEN,0
"August 21, 2024",253.3,122.2,244.4,292.8,154.1,,206.7,NO,Derek,Carr,QB,2028,QB32
"August 21, 2024",254,215.8,262.4,278.7,246.2,298.1,,LAR,Colby,Parkinson,TE,6865,TE31
"August 21, 2024",255.5,255.5,261.5,,,255.5,254.5,HOU,Houston,Texans,DEF,HOU,DEF4
"August 21, 2024",255.6,219.6,237.3,171.4,180.3,163.4,306.2,BAL,Keaton,Mitchell,RB,9511,RB69
"August 21, 2024",256.2,228.3,241.5,251.2,239.5,225.8,,LAC,DJ,Chark,WR,4951,WR88
"August 21, 2024",257.3,133.9,240.9,282.8,151.9,260.1,273.2,NYG,Daniel,Jones,QB,5870,QB33
"August 21, 2024",258,218.2,264.5,238.4,207.2,214.7,361.2,DEN,Greg,Dulcich,TE,8172,TE32
"August 21, 2024",258.2,226,263.1,,281.4,,,WAS,Zach,Ertz,TE,1339,TE33
"August 21, 2024",260.2,150.2,268.3,,177.1,,281.5,LV,Gardner,Minshew,QB,6011,QB34
"August 21, 2024",260.2,258.2,265.2,,,265.2,265.2,,,,,NYG,0
"August 21, 2024",260.5,257.5,259.5,225,222,259.5,253.5,BUF,Buffalo,Bills,DEF,BUF,DEF5
"August 21, 2024",260.5,252.5,254.5,,,258.5,260.5,DET,Detroit,Lions,DEF,DET,DEF6
"August 21, 2024",261.4,231.6,256.8,212.8,220.6,210.4,342.1,LV,Dylan,Laube,RB,11574,RB70
"August 21, 2024",261.4,258.4,262.4,,,257.4,262.4,LV,,,,LV,0
"August 21, 2024",262.5,201.7,274.2,202.5,189.6,195.4,332,GB,Tucker,Kraft,TE,9484,TE34
"August 21, 2024",263.1,261.1,257.1,,,263.1,264.1,,,,,NO,0
"August 21, 2024",263.4,270.2,265.9,182.7,201.4,186.3,316.3,LAC,Brenden,Rice,WR,11621,WR89
"August 21, 2024",263.9,256,257.4,,277.2,292.3,,IND,Trey,Sermon,RB,7593,RB71
"August 21, 2024",264.1,239.4,242.4,201.2,209.2,194.2,333,SF,Isaac,Guerendo,RB,11651,RB72
"August 21, 2024",264.2,267.2,265.2,,,260.2,264.2,,,,,MIN,0
"August 21, 2024",265.3,223.2,272.2,254.1,245.4,231.7,,ARI,Zay,Jones,WR,4080,WR90
"August 21, 2024",265.8,242.5,269.2,205.5,217.7,203.7,377.7,NYG,Jalin,Hyatt,WR,9497,WR91
"August 21, 2024",266.5,266.5,257.5,279,276,264.5,262.5,,,,,NE,0
"August 21, 2024",266.9,196.9,260.7,172.3,117.2,171,193.7,ATL,Michael,Penix,QB,11559,QB35
"August 21, 2024",267.2,227.9,271.1,186.3,202.8,196.1,308.7,BAL,Devontez,Walker,WR,11629,WR92
"August 21, 2024",268.7,213.1,276.3,188.5,191.4,193.8,289.7,LV,Michael,Mayer,TE,9482,TE35
"August 21, 2024",269.7,237.4,244.5,294.2,266.1,266.5,,CLE,D'Onta,Foreman,RB,4111,RB73
"August 21, 2024",270.5,263.5,261.8,255.1,247,230.8,,PHI,Kenneth,Gainwell,RB,7567,RB74
"August 21, 2024",270.8,222.4,265.5,255.7,229,257,,IND,Jelani,Woods,TE,8219,TE36
"August 21, 2024",271.4,206.1,248.4,,242.3,275.4,,NO,Juwan,Johnson,TE,7002,TE37
"August 21, 2024",272,,,,,,,DEN,Ty'Son,Williams,RB,7098,RB75
"August 21, 2024",273,,,,,,,DEN,Anthony,Jones,RB,7424,RB76
"August 21, 2024",274,,,,,,,MIA,Marqise,Lee,WR,1987,WR93
"August 21, 2024",275,,,,,,,CHI,K.J.,Costello,QB,8087,QB36
"August 21, 2024",275.8,231.7,287.6,,290.5,,,LAC,Hayden,Hurst,TE,4973,TE38
"August 21, 2024",276.2,241.5,267,215.5,223.4,217.9,,CLE,Elijah,Moore,WR,7596,WR94
"August 21, 2024",278.2,239.5,272.6,,269.3,271.2,,NYG,Darius,Slayton,WR,6149,WR95
"August 21, 2024",279,,,,,,,ARI,Charlie,Taumoepeau,TE,6932,TE39
"August 21, 2024",279.2,263.1,281.8,209.3,219.7,211.7,389.5,MIA,Malik,Washington,WR,11610,WR96
"August 21, 2024",279.7,238,292.5,,258.3,,,NYG,Daniel,Bellinger,TE,8225,TE40
"August 21, 2024",280,,,,,,,MIA,Anthony,McFarland,RB,6878,RB77
"August 21, 2024",281,,,,,,,BAL,Dylan,McDuffie,RB,12283,RB78
"August 21, 2024",281.7,243.2,275.7,,285.4,,,NE,Kendrick,Bourne,WR,4454,WR97
"August 21, 2024",282,,,,,,,NO,Mike,Weber,RB,6159,RB79
"August 21, 2024",282.8,268.3,295.1,258.7,238.2,255.7,,NO,A.T.,Perry,WR,10863,WR98
"August 21, 2024",283,,,,,,,PIT,MyCole,Pruitt,TE,2446,TE41
"August 21, 2024",283.8,271.6,271.7,252,234.4,226.1,,ATL,Rondale,Moore,WR,7601,WR99
"August 21, 2024",285,,,,,,,ATL,Jon,Hilliman,RB,6446,RB80
"August 21, 2024",285.5,,,,,,,BAL,Jazz,Ferguson,WR,5997,WR100
"August 21, 2024",286,275.1,284.7,242,230.4,218.3,,BAL,Rasheen,Ali,RB,11570,RB81
"August 21, 2024",286,,,,,,,DEN,Jalen,Virgil,WR,8416,WR101
"August 21, 2024",287,,,,,,,PHI,Jhamon,Ausbon,WR,7582,WR102
"August 21, 2024",287.6,,,,,,,IND,Brandon,McManus,K,1433,K14
"August 21, 2024",288,,294,,,,,WAS,James,White,RB,1848,RB82
"August 21, 2024",289,,,,,,,IND,Ethan,Fernea,WR,8831,WR103
"August 21, 2024",289.8,286.8,284.8,,,285.8,289.8,CHI,Chicago,Bears,DEF,CHI,DEF7
"August 21, 2024",289.9,,279.7,289.5,270.1,258.2,,DAL,Deuce,Vaughn,RB,9505,RB83
"August 21, 2024",290,,,,,,,IND,Eric,Tomlinson,TE,2755,TE42
"August 21, 2024",290,,,,,,,SF,J.D.,McKissic,RB,3664,RB84
"August 21, 2024",290.6,189.8,294.1,,207.8,,326.3,LV,Aidan,O'Connell,QB,10866,QB37
"August 21, 2024",290.8,289.8,296.8,284,282,295.8,298.8,JAX,,,,JAX,0
"August 21, 2024",291,258.8,283.4,,287.7,,,LV,Tre,Tucker,WR,10213,WR104
"August 21, 2024",292,,,,,,,CLE,Corey,Clement,RB,4651,RB85
"August 21, 2024",293,290,295,,,295,294,IND,Indianapolis,Colts,DEF,IND,DEF8
"August 21, 2024",293,,,,,,,IND,Speedy,Noil,WR,4938,WR105
"August 21, 2024",293.5,269.8,293.5,286.5,265.5,269.2,,NE,K.J.,Osborn,WR,7066,WR106
"August 21, 2024",293.6,293.6,292.6,283,284,290.6,291.6,GB,Green Bay,Packers,DEF,GB,DEF9
"August 21, 2024",294,,,,,,,SEA,Peter,LeBlanc,WR,12373,WR107
"August 21, 2024",294.4,278.7,258.7,260.5,297.8,255.4,,NO,Jamaal,Williams,RB,4149,RB86
"August 21, 2024",295,,,,,,,CAR,Eli,Stove,WR,7935,WR108
"August 21, 2024",295.5,,,,,,,NE,Caleb,Huntley,RB,7741,RB87
"August 21, 2024",295.8,267,290.2,,,,,DEN,Samaje,Perine,RB,4147,RB88
"August 21, 2024",295.9,288.9,294.9,,,287.9,293.9,LAR,,,,LAR,0
"August 21, 2024",296,292,292,,,290,298,LAC,,,,LAC,0
"August 21, 2024",296,,,,,,,CLE,Amba,Etta-Tawo,WR,4626,WR109
"August 21, 2024",296,,,,,,,NYG,Clayton,Thorson,QB,6147,QB38
"August 21, 2024",296.3,,,,286.7,277.7,,KC,Kadarius,Toney,WR,7606,WR110
"August 21, 2024",296.4,281.9,,,,,,LAR,Tyler,Higbee,TE,3271,TE43
"August 21, 2024",297,,,,,,,LAR,Cole,McDonald,QB,6954,QB39
"August 21, 2024",297.4,259.1,,274.6,267.3,295.1,,NYG,Eric,Gray,RB,10223,RB89
"August 21, 2024",298,,,,,,,CIN,Malcolm,Brown,RB,2588,RB90
"August 21, 2024",298,,,,,,,TEN,Ray,Lawry,RB,5252,RB91
"August 21, 2024",298.2,279.5,285.4,246.1,233.8,223.5,,CAR,Jonathan,Mingo,WR,10225,WR111
"August 21, 2024",299.9,279.2,287.3,,,,,DEN,Josh,Reynolds,WR,4171,WR112
"August 21, 2024",300,,,,,,,TB,Ja'Quan,Gardner,RB,5809,RB92
"August 21, 2024",,262.5,,244,191.6,247.4,314.2,NO,Spencer,Rattler,QB,11562,QB40
"August 21, 2024",,221.8,,,196.4,,337.8,SEA,Sam,Howell,QB,8162,QB41
"August 21, 2024",,,,287.5,218.3,273.2,,NYJ,Jordan,Travis,QB,11567,QB42
"August 21, 2024",,266.2,282.1,214.8,221.1,209.2,393.5,TEN,Treylon,Burks,WR,8135,WR113
"August 21, 2024",,,,250.2,222.2,227.3,390.2,CIN,Erick,All,TE,11592,TE44
"August 21, 2024",,,,237.2,225.6,215.4,394.5,HOU,Cade,Stover,TE,11599,TE45
"August 21, 2024",,,,,231.8,,,DAL,Trey,Lance,QB,7610,QB43
"August 21, 2024",,,,247.2,231.9,229.7,,SF,Jacob,Cowing,WR,11616,WR114
"August 21, 2024",,,,241.2,236.8,220.6,,KC,Jared,Wiley,TE,11595,TE46
"August 21, 2024",,,286.3,210.7,239.5,205.5,,BUF,Frank,Gore,RB,11573,RB93
"August 21, 2024",,202.3,,,241.5,,395,NE,Jacoby,Brissett,QB,3257,QB44
"August 21, 2024",,261.3,,,250.1,,,NYG,Drew,Lock,QB,5854,QB45
"August 21, 2024",,265,291.3,259.9,252.8,233.3,,CAR,Miles,Sanders,RB,6151,RB94
"August 21, 2024",,298,,243.9,253.4,221.6,,KC,Louis,Rees-Zammit,RB,11652,RB95
"August 21, 2024",,,,291.6,254.7,252.1,,PHI,Johnny,Wilson,WR,11636,WR115
"August 21, 2024",,273.2,,,255.3,,,CIN,Jake,Browning,QB,6111,QB46
"August 21, 2024",,,,,255.3,,,DET,Hendon,Hooker,QB,9998,QB47
"August 21, 2024",,,,298.9,257.2,274.9,,TB,Trey,Palmer,WR,9492,WR116
"August 21, 2024",,,,,259.7,,,NE,Joe,Milton,QB,11557,QB48
"August 21, 2024",,,,293.7,260.7,,,NE,Jaheim,Bell,TE,11605,TE47
"August 21, 2024",,,,261,261,,,DEN,Denver,Broncos,DEF,DEN,DEF10
"August 21, 2024",,,289.3,297.7,261.8,264,,IND,Evan,Hull,RB,9220,RB96
"August 21, 2024",,295.2,,284.9,263,251.2,,CIN,Andrei,Iosivas,WR,10226,WR117
"August 21, 2024",,274.1,278.5,281.7,263.1,261.6,,SF,Chase,Claypool,WR,6886,WR118
"August 21, 2024",,,,299.4,268.4,267.7,,PHI,Ainias,Smith,WR,11615,WR119
"August 21, 2024",,,,279.3,271.8,250.1,,LAC,Cornelius,Johnson,WR,11815,WR120
"August 21, 2024",,299.2,,,272,,,CLE,Cedric,Tillman,WR,10444,WR121
"August 21, 2024",,,,,273.5,,,CLE,Jamari,Thrash,WR,11633,WR122
"August 21, 2024",,,,295.4,274,268.3,,IND,Alec,Pierce,WR,8142,WR123
"August 21, 2024",,,,,275.5,259.8,,NYJ,Isaiah,Davis,RB,11571,RB97
"August 21, 2024",,,,,276.5,276.1,,NYJ,Israel,Abanikanda,RB,9227,RB98
"August 21, 2024",,236.4,,,279.3,,,IND,Joe,Flacco,QB,19,QB49
"August 21, 2024",,260.3,,,279.7,,,CLE,Jameis,Winston,QB,2306,QB50
"August 21, 2024",,,,290.3,282.3,,,CAR,Jalen,Coker,WR,11646,WR124
"August 21, 2024",,,,276.4,283.8,,,DAL,Ryan,Flournoy,WR,11783,WR125
"August 21, 2024",,,,279.7,284.8,271,,LAR,Tutu,Atwell,WR,7562,WR126
"August 21, 2024",,,,288,287.7,,,NO,Bub,Means,WR,11748,WR127
"August 21, 2024",,,,,289,,,PHI,Kenny,Pickett,QB,8160,QB51
"August 21, 2024",,,,,291.7,,,DEN,Dillon,Johnson,RB,11580,RB99
"August 21, 2024",,,,,293.1,299.2,,WAS,Chris,Rodriguez,RB,10219,RB100
"August 21, 2024",,,,295.6,294.4,,,DEN,Blake,Watson,RB,11568,RB101
"August 21, 2024",,,,283.1,295.5,265.2,,HOU,John,Metchie,WR,8147,WR128
"August 21, 2024",,,,,295.5,,,HOU,Cam,Akers,RB,6938,RB102
"August 21, 2024",,,,,298.1,,,DEN,Zach,Wilson,QB,7538,QB52
"August 21, 2024",,,,,299.6,,,ARI,Desmond,Ridder,QB,8159,QB53
"August 21, 2024",,271.7,,,,,,DEN,Jarrett,Stidham,QB,6136,QB54
"August 21, 2024",,276.9,,,,,,CHI,Gerald,Everett,TE,4089,TE48
"August 21, 2024",,277.3,,,,,,BUF,Marquez,Valdes-Scantling,WR,5086,WR129
"August 21, 2024",,292,,,,,,PIT,Cordarrelle,Patterson,RB,1535,RB103
"August 21, 2024",,293.7,,,,,,NYJ,Xavier,Gipson,WR,11306,WR130
"August 21, 2024",,294,,,,,,SF,Jauan,Jennings,WR,7049,WR131
"August 21, 2024",,295.9,,,,,,PIT,Van,Jefferson,WR,6853,WR132
"August 21, 2024",,297.5,,,,,,PIT,Calvin,Austin,WR,8125,WR133
"August 21, 2024",,,,247.8,,254.8,,HOU,Dalvin,Cook,RB,4029,RB104
"August 21, 2024",,,,261.3,,263.3,,LAR,JuJu,Smith-Schuster,WR,4040,WR134
"August 21, 2024",,,,268.1,,,,IND,Matt,Gay,K,6083,K15
"August 21, 2024",,,250.6,,,,,SF,Jordan,Mason,RB,8408,RB105
"August 21, 2024",,,277,,,,,HOU,Davis,Cheek,QB,8560,QB55
"August 21, 2024",,,278,,,,,CHI,Albert,Wilson,WR,2025,WR135
"August 21, 2024",,,279,,,,,NYJ,Peewee,Jarrett,QB,12239,QB56
"August 21, 2024",,,281,,,,,KC,Larry,Rose,RB,5618,RB106
"August 21, 2024",,,282,,,,,HOU,J.J.,Taylor,RB,6973,RB107
"August 21, 2024",,,283,,,,,CLE,Austin,Aune,QB,11491,QB57
"August 21, 2024",,,284,,,,,SEA,Kevin,White,WR,2312,WR136
"August 21, 2024",,,285,,,,,TB,Isaiah,Bowser,RB,11431,RB108
"August 21, 2024",,,286,,,,,ATL,Zay,Malone,WR,11189,WR137
"August 21, 2024",,,287,,,,,WAS,Stephen,Baggett,TE,5609,TE49
"August 21, 2024",,,288,,,,,MIN,Mark,Ingram,RB,956,RB109
"August 21, 2024",,,289,,,,,BAL,Jamize,Olawale,FB,1308,FB1
"August 21, 2024",,,290,,,,,MIA,Elijah,Marks,WR,5548,WR138
"August 21, 2024",,,291,,,,,WAS,Wendell,Smallwood,RB,3309,RB110
"August 21, 2024",,,292,,,,,DAL,Nick,Keizer,TE,5465,TE50
"August 21, 2024",,,293.5,,,,,IND,Mo,Alie-Cox,TE,4054,TE51
"August 21, 2024",,,295,,,,,MIA,Anthony,Johnson,WR,5929,WR139
"August 21, 2024",,,296,,,,,HOU,Jason,Witten,TE,23,TE52
"August 21, 2024",,,297,,,,,JAX,Vernon,Davis,TE,200,TE53
"August 21, 2024",,,298,,,,,DAL,De'Lance,Turner,RB,5464,RB111
"August 21, 2024",,,299,,,,,MIA,Nick,Sharga,FB,5355,FB2
"August 21, 2024",,,,,,,65.2,DAL,Micah,Parsons,LB,7640,LB1
"August 21, 2024",,,,,,,75.3,JAX,Foyesade,Oluokun,LB,5332,LB2
"August 21, 2024",,,,,,,76.8,LV,Maxx,Crosby,DE,5991,DE1
"August 21, 2024",,,,,,,77.7,PIT,T.J.,Watt,LB,4070,LB3
"August 21, 2024",,,,,,,81.2,BAL,Roquan,Smith,LB,4960,LB4
"August 21, 2024",,,,,,,87.3,DET,Aidan,Hutchinson,DL,8289,DL1
"August 21, 2024",,,,,,,93.8,IND,Zaire,Franklin,LB,5346,LB5
"August 21, 2024",,,,,,,95.8,SF,Nick,Bosa,DE,5816,DE2
"August 21, 2024",,,,,,,102,CLE,Myles,Garrett,DE,3973,DE3
"August 21, 2024",,,,,,,103.9,SF,Fred,Warner,LB,5041,LB6
"August 21, 2024",,,,,,,106.9,HOU,Will,Anderson,LB,10892,LB7
"August 21, 2024",,,,,,,116.2,CHI,T.J.,Edwards,LB,5960,LB8
"August 21, 2024",,,,,,,117.9,JAX,Josh,Hines-Allen,DE,5840,DE4
"August 21, 2024",,,,,,,119.2,NYG,Bobby,Okereke,LB,5944,LB9
"August 21, 2024",,,,,,,122.3,BAL,Kyle,Hamilton,DB,8339,DB1
"August 21, 2024",,,,,,,123.4,TB,Antoine,Winfield,DB,6888,DB2
"August 21, 2024",,,,,,,126.2,LAR,Ernest,Jones,LB,7672,LB10
"August 21, 2024",,,,,,,129.4,HOU,Danielle,Hunter,DE,2393,DE5
"August 21, 2024",,,,,,,131.3,KC,Nick,Bolton,LB,7648,LB11
"August 21, 2024",,,,,,,134.5,PIT,Patrick,Queen,LB,6807,LB12
"August 21, 2024",,,,,,,138.8,NYG,Kayvon,Thibodeaux,DL,8355,DL2
"August 21, 2024",,,,,,,143.1,ATL,Jessie,Bates,DB,5017,DB3
"August 21, 2024",,,,,,,145.7,LAC,Derwin,James,DB,4971,DB4
"August 21, 2024",,,,,,,148.9,NYJ,Sauce,Gardner,DB,8290,DB5
"August 21, 2024",,,,,,,149.1,BUF,Terrel,Bernard,LB,8311,LB13
"August 21, 2024",,,,,,,150.5,CHI,Montez,Sweat,DE,6124,DE6
"August 21, 2024",,,,,,,153.1,DEN,Alex,Singleton,LB,2617,LB14
"August 21, 2024",,,,,,,154.4,NYG,Brian,Burns,DE,5862,DE7
"August 21, 2024",,,,,,,158.8,NYJ,Quincy,Williams,LB,6214,LB15
"August 21, 2024",,,,,,,161.4,GB,Xavier,McKinney,DB,6788,DB6
"August 21, 2024",,,,,,,163.2,IND,DeForest,Buckner,DT,3172,DT1
"August 21, 2024",,,,,,,167.4,IND,Laiatu,Latu,DL,11669,DL3
"August 21, 2024",,,,,,,169.4,MIN,Dallas,Turner,LB,11667,LB16
"August 21, 2024",,,,,,,185.8,GB,Quay,Walker,LB,8266,LB17
"August 21, 2024",,,,,,,186.4,MIA,Jordyn,Brooks,LB,6949,LB18
"August 21, 2024",,,,,,,187.5,MIN,Camryn,Bynum,DB,7715,DB7
"August 21, 2024",,,,,,,188.8,LV,Christian,Wilkins,DT,6120,DT2
"August 21, 2024",,,,,,,189.6,HOU,Azeez,Al-Shaair,LB,6485,LB19
"August 21, 2024",,,,,,,191,CIN,Logan,Wilson,LB,6880,LB20
"August 21, 2024",,,,,,,191.6,DET,Brian,Branch,DB,10905,DB8
"August 21, 2024",,,,,,,195.6,NYJ,Quinnen,Williams,DT,6118,DT3
"August 21, 2024",,,,,,,196.9,MIN,Ivan,Pace,LB,11086,LB21
"August 21, 2024",,,,,,,197.7,PIT,Minkah,Fitzpatrick,DB,4963,DB9
"August 21, 2024",,,,,,,198.5,SEA,Devon,Witherspoon,DB,10891,DB10
"August 21, 2024",,,,,,,199.7,PHI,Jalen,Carter,DL,10888,DL4
"August 21, 2024",,,,,,,199.8,JAX,Devin,Lloyd,LB,8329,LB22
"August 21, 2024",,,,,,,202.9,SEA,Julian,Love,DB,5876,DB11
"August 21, 2024",,,,,,,204.1,WAS,Bobby,Wagner,LB,1233,LB23
"August 21, 2024",,,,,,,207,CHI,Jaquan,Brisker,DB,8323,DB12
"August 21, 2024",,,,,,,210.3,DEN,Pat,Surtain,CB,7641,CB1
"August 21, 2024",,,,,,,211.2,CIN,Trey,Hendrickson,DE,4135,DE8
"August 21, 2024",,,,,,,212.5,LAC,Junior,Colson,LB,11701,LB24
"August 21, 2024",,,,,,,214.2,CLE,Jeremiah,Owusu-Koramoah,LB,7651,LB25
"August 21, 2024",,,,,,,215.8,NYJ,C.J.,Mosley,LB,1875,LB26
"August 21, 2024",,,,,,,217.5,KC,Trent,McDuffie,DB,8364,DB13
"August 21, 2024",,,,,,,218.7,MIN,Joshua,Metellus,DB,6901,DB14
"August 21, 2024",,,,,,,220.1,GB,Edgerrin,Cooper,LB,11687,LB27
"August 21, 2024",,,,,,,221,LAR,Jared,Verse,DL,11665,DL5
"August 21, 2024",,,,,,,223.6,JAX,Travon,Walker,LB,8265,LB28
"August 21, 2024",,,,,,,223.7,CHI,Tremaine,Edmunds,LB,4968,LB29
"August 21, 2024",,,,,,,228.7,PHI,Devin,White,LB,6119,LB30
"August 21, 2024",,,,,,,229.8,KC,Chris,Jones,DT,3558,DT4
"August 21, 2024",,,,,,,230.7,MIA,Jaelan,Phillips,LB,7635,LB31
"August 21, 2024",,,,,,,237.4,BAL,Justin,Madubuike,DT,6818,DT5
"August 21, 2024",,,,,,,238.2,HOU,Jalen,Pitre,DB,8314,DB15
"August 21, 2024",,,,,,,239.7,CHI,Kevin,Byard,DB,3233,DB16
"August 21, 2024",,,,,,,239.8,KC,George,Karlaftis,DL,8385,DL6
"August 21, 2024",,,,,,,241,ARI,Budda,Baker,DB,4081,DB17
"August 21, 2024",,,,,,,243.6,DET,Jack,Campbell,LB,10880,LB32
"August 21, 2024",,,,,,,246,WAS,Frankie,Luvu,LB,5580,LB33
"August 21, 2024",,,,,,,248,NE,Kyle,Dugger,DB,6872,DB18
"August 21, 2024",,,,,,,249.4,DET,Alex,Anzalone,LB,4118,LB34
"August 21, 2024",,,,,,,250.7,LAC,Khalil,Mack,LB,2036,LB35
"August 21, 2024",,,,,,,251.6,PHI,C.J.,Gardner-Johnson,DB,5893,DB19
"August 21, 2024",,,,,,,276.7,ATL,Arnold,Ebiketie,DL,8325,DL7
"August 21, 2024",,,,,,,277,PIT,Alex,Highsmith,LB,7113,LB36
"August 21, 2024",,,,,,,278.7,DAL,DaRon,Bland,DB,8476,DB20
"August 21, 2024",,,,,,,279.4,LV,Robert,Spillane,LB,5726,LB37
"August 21, 2024",,,,,,,280,PHI,Cooper,DeJean,DB,11678,DB21
"August 21, 2024",,,,,,,282.6,NYJ,Haason,Reddick,LB,4063,LB38
"August 21, 2024",,,,,,,283.1,SEA,Tyrel,Dodson,LB,6315,LB39
"August 21, 2024",,,,,,,284.1,SEA,Byron,Murphy,DL,11668,DL8
"August 21, 2024",,,,,,,285.9,LAR,Byron,Young,LB,10917,LB40
"August 21, 2024",,,,,,,286.8,TB,Lavonte,David,LB,1192,LB41
"August 21, 2024",,,,,,,287,TEN,L'Jarius,Sneed,CB,7117,CB2
"August 21, 2024",,,,,,,287.6,CAR,Derrick,Brown,DT,6784,DT6
"August 21, 2024",,,,,,,291,LAR,Kamren,Curl,DB,7136,DB22
"August 21, 2024",,,,,,,292.4,DAL,Trevon,Diggs,CB,6809,CB3
"August 21, 2024",,,,,,,295.7,SF,Talanoa,Hufanga,DB,7811,DB23
"August 21, 2024",,,,,,,297,BUF,Greg,Rousseau,DE,7627,DE9
"August 21, 2024",,,,,,,300.5,NYJ,Jermaine,Johnson,LB,8398,LB42
"August 21, 2024",,,,,,,301.5,TEN,Harold,Landry,LB,5030,LB43
"August 21, 2024",,,,,,,302.5,PHI,Reed,Blankenship,DB,8406,DB24
"August 21, 2024",,,,,,,303.2,HOU,Christian,Harris,LB,8278,LB44
"August 21, 2024",,,,,,,303.7,DET,Kerby,Joseph,DB,8348,DB25
"August 21, 2024",,,,,,,305.3,NYG,Isaiah,Simmons,DB,6781,DB26
"August 21, 2024",,,,,,,307.8,LAC,Joey,Bosa,LB,3156,LB45
"August 21, 2024",,,,,,,310.8,MIA,Jevon,Holland,DB,7666,DB27
"August 21, 2024",,,,,,,311.1,HOU,Derek,Stingley,DB,8308,DB28
"August 21, 2024",,,,,,,311.4,ARI,Kyzir,White,LB,5348,LB46
"August 21, 2024",,,,,,,313,PIT,Payton,Wilson,LB,11727,LB47
"August 21, 2024",,,,,,,315.9,MIN,Jonathan,Greenard,DE,6900,DE10
"August 21, 2024",,,,,,,319,MIA,Chop,Robinson,DE,11663,DE11
"August 21, 2024",,,,,,,321.4,SF,Dre,Greenlaw,LB,6056,LB48
"August 21, 2024",,,,,,,322.7,NE,Christian,Gonzalez,DB,10881,DB29
"August 21, 2024",,,,,,,323.8,GB,Rashan,Gary,LB,5839,LB49
"August 21, 2024",,,,,,,325.2,ATL,Matt,Judon,LB,3303,LB50
"August 21, 2024",,,,,,,329.9,KC,Drue,Tranquill,LB,6141,LB51
"August 21, 2024",,,,,,,330.9,CAR,Josey,Jewell,LB,5334,LB52
"August 21, 2024",,,,,,,331.1,NYG,Dexter,Lawrence,DT,5847,DT7
"August 21, 2024",,,,,,,334,DAL,Eric,Kendricks,LB,2350,LB53
"August 21, 2024",,,,,,,335.2,MIA,Bradley,Chubb,LB,4967,LB54
"August 21, 2024",,,,,,,335.5,PHI,Quinyon,Mitchell,CB,11662,CB4
"August 21, 2024",,,,,,,355,LAC,Tuli,Tuipulotu,DL,10898,DL9
"August 21, 2024",,,,,,,356.4,CLE,Grant,Delpit,DB,6799,DB30
"August 21, 2024",,,,,,,357.6,BUF,Taylor,Rapp,DB,5882,DB31
"August 21, 2024",,,,,,,358,BAL,Trenton,Simpson,LB,10935,LB55
"August 21, 2024",,,,,,,359.6,TEN,Kenneth,Murray,LB,6811,LB56
"August 21, 2024",,,,,,,359.8,NO,Carl,Granderson,DE,5912,DE12
"August 21, 2024",,,,,,,362.5,LV,Malcolm,Koonce,DE,7676,DE13
"August 21, 2024",,,,,,,363.6,DET,Terrion,Arnold,DB,11661,DB32
"August 21, 2024",,,,,,,364.2,TEN,Jeffery,Simmons,DT,6125,DT8
"August 21, 2024",,,,,,,365.4,CIN,Dax,Hill,DB,8286,DB33
"August 21, 2024",,,,,,,366.3,CIN,Jordan,Battle,DB,10927,DB34
"August 21, 2024",,,,,,,367.2,IND,Kenny,Moore,CB,4427,CB5
"August 21, 2024",,,,,,,369.4,ARI,Darius,Robinson,DL,11658,DL10
"August 21, 2024",,,,,,,370.6,NYG,Micah,McFadden,LB,8396,LB57
"August 21, 2024",,,,,,,371.4,BUF,Cole,Bishop,DB,11682,DB35
"August 21, 2024",,,,,,,372.9,MIA,Jalen,Ramsey,CB,3160,CB6
"August 21, 2024",,,,,,,373.7,NYG,Tyler,Nubin,DB,11674,DB36
"August 21, 2024",,,,,,,374.9,NO,Demario,Davis,LB,1052,LB58
"August 21, 2024",,,,,,,375,ATL,Troy,Andersen,LB,8388,LB59
"August 21, 2024",,,,,,,375.5,NO,Kool-Aid,McKinstry,DB,11675,DB37
"August 21, 2024",,,,,,,378,BUF,Matt,Milano,LB,4191,LB60
"August 21, 2024",,,,,,,379.8,LAR,Kobie,Turner,DT,10916,DT9
"August 21, 2024",,,,,,,380.9,SEA,Boye,Mafe,DL,8343,DL11
"August 21, 2024",,,,,,,381.1,BUF,Taron,Johnson,CB,5341,CB7
"August 21, 2024",,,,,,,382.7,CLE,Jordan,Hicks,LB,2389,LB61
"August 21, 2024",,,,,,,383.7,IND,E.J.,Speed,LB,6218,LB62
"August 21, 2024",,,,,,,385.2,NE,Christian,Barmore,DT,7664,DT10
