"Date","Redraft PPR ADP","Redraft SF ADP","Redraft Half PPR ADP","Dynasty PPR ADP","Dynasty SF ADP","Dynasty Half PPR ADP","IDP ADP","Player Team","Player First Name","Player Last Name","Fantasy Player Position","Player Id","Positional Rank","","","","","","","","","","","",""
"August 4, 2025","193.7","171.9","181.1","173","178.1","175.9","254.7","NYG","Wan'Dale","Robinson","WR","8126","WR68","","","","","","","","","","","",""
"August 4, 2025","194.2","156","161.8","154.1","154","157.7","185.5","PIT","Pat","Freiermuth","TE","7600","TE23","","","","","","","","","","","",""
"August 4, 2025","195.4","178.2","161.1","151.7","167.8","149.9","233.3","NYJ","Braelon","Allen","RB","11576","RB55","","","","","","","","","","","",""
"August 4, 2025","196.6","167.9","165.2","131.3","138","135","171.8","NYJ","Mason","Taylor","TE","12498","TE24","","","","","","","","","","","",""
"August 4, 2025","197.1","98.3","159.4","235.2","105.3","201.7","140","MIA","Tua","Tagovailoa","QB","6768","QB25","","","","","","","","","","","",""
"August 4, 2025","197.1","180","164.2","159.9","170.7","154.6","253.4","MIA","Jaylen","Wright","RB","11643","RB56","","","","","","","","","","","",""
"August 4, 2025","199.2","182.9","163.9","164.2","184.8","159.5","266.6","LAC","Quentin","Johnston","WR","9754","WR69","","","","","","","","","","","",""
"August 4, 2025","200.8","185","180","203","219.2","202.2","299.8","BUF","Joshua","Palmer","WR","7670","WR70","","","","","","","","","","","",""
"August 4, 2025","201.1","203.6","179.5","238.7","243","233.5","329.3","BAL","DeAndre","Hopkins","WR","1426","WR71","","","","","","","","","","","",""
"August 4, 2025","202.9","188.2","166.4","196.7","203.5","191.5","269.8","CHI","Roschon","Johnson","RB","10235","RB57","","","","","","","","","","","",""
"August 4, 2025","203.6","202","193.5","243","252","225.8","335.9","KC","Kareem","Hunt","RB","4098","RB58","","","","","","","","","","","",""
"August 4, 2025","203.9","199.3","229","167.6","167.2","165.7","250.5","SEA","Elijah","Arroyo","TE","12521","TE25","","","","","","","","","","","",""
"August 4, 2025","205.3","165.5","182.1","149.8","161.3","160.5","221.4","TB","Cade","Otton","TE","8111","TE26","","","","","","","","","","","",""
"August 4, 2025","206.1","189.3","187.7","187.2","202.1","190","313.5","NE","DeMario","Douglas","WR","9501","WR72","","","","","","","","","","","",""
"August 4, 2025","207.8","131.1","191.8","279.7","181.8","292.7","225.8","PIT","Aaron","Rodgers","QB","96","QB26","","","","","","","","","","","",""
"August 4, 2025","208.8","190.9","195.4","167.5","176.6","179","242.6","DEN","Pat","Bryant","WR","12492","WR73","","","","","","","","","","","",""
"August 4, 2025","209","193.5","183.1","185.4","197.6","183.1","307.2","GB","Romeo","Doubs","WR","8121","WR74","","","","","","","","","","","",""
"August 4, 2025","209.9","196.3","167.6","160.5","179.5","155.4","262.9","LAR","Blake","Corum","RB","11586","RB59","","","","","","","","","","","",""
"August 4, 2025","211.3","112.1","184.7","281.7","127.9","250.9","196.6","LV","Geno","Smith","QB","1373","QB27","","","","","","","","","","","",""
"August 4, 2025","212.8","113.7","188.8","237","113.6","208.4","193.6","SEA","Sam","Darnold","QB","4943","QB28","","","","","","","","","","","",""
"August 4, 2025","213.3","124.8","185.8","195.1","119.1","195","194.5","IND","Anthony","Richardson","QB","9229","QB29","","","","","","","","","","","",""
"August 4, 2025","214.2","197.9","194","244.6","250.3","220.6","344.8","BAL","Justice","Hill","RB","5995","RB60","","","","","","","","","","","",""
"August 4, 2025","215.2","212.5","185.4","263.2","255.5","243.8","","WAS","Keenan","Allen","WR","1479","WR75","","","","","","","","","","","",""
"August 4, 2025","215.8","183","199.4","215","208.9","218.7","317.3","TEN","Chig","Okonkwo","TE","8210","TE27","","","","","","","","","","","",""
"August 4, 2025","217.8","207.9","233.2","193.8","189.5","185.9","272.1","LAR","Jarquez","Hunter","RB","11569","RB61","","","","","","","","","","","",""
"August 4, 2025","218.9","194.6","191.6","209.6","221.3","203.6","346.9","IND","Alec","Pierce","WR","8142","WR76","","","","","","","","","","","",""
"August 4, 2025","219.1","187.7","197.4","256","224.8","233.6","321.7","HOU","Dalton","Schultz","TE","5001","TE28","","","","","","","","","","","",""
"August 4, 2025","220.7","220.9","235","251.4","233.9","219.7","345.3","PHI","Will","Shipley","RB","11577","RB62","","","","","","","","","","","",""
"August 4, 2025","221.3","206.2","196.1","176.3","188.5","178.7","268.4","IND","DJ","Giddens","RB","12471","RB63","","","","","","","","","","","",""
"August 4, 2025","221.8","213.6","206","285.9","271.8","245.1","389.5","TEN","Tyler","Lockett","WR","2374","WR77","","","","","","","","","","","",""
"August 4, 2025","223.9","195.8","203","145.5","153.8","139.6","235.7","HOU","Jaylin","Noel","WR","12536","WR78","","","","","","","","","","","",""
"August 4, 2025","224.8","221.4","189","197.8","211.5","198","316.1","KC","Brashard","Smith","RB","12455","RB64","","","","","","","","","","","",""
"August 4, 2025","225.6","191.7","190","148","166.9","148.2","226.8","NO","Devin","Neal","RB","12476","RB65","","","","","","","","","","","",""
"August 4, 2025","226.7","209.8","202.7","161.5","172.7","158.2","257.8","KC","Jalen","Royals","WR","12505","WR79","","","","","","","","","","","",""
"August 4, 2025","227.6","277.7","240.7","273.4","277.7","277.7","240.7","GB","Green Bay","Packers","DEF","","DEF14","","","","","","","","","","","",""
"August 4, 2025","227.9","","263.4","","","","","DEN","Wil","Lutz","K","3678","K13","","","","","","","","","","","",""
"August 4, 2025","229.5","215.8","227.9","","","269.9","353.4","MIA","Darren","Waller","TE","2505","TE29","","","","","","","","","","","",""
"August 4, 2025","230.2","275.1","236.9","275.3","275.1","275.1","236.9","NYJ","New York","Jets","DEF","","DEF15","","","","","","","","","","","",""
"August 4, 2025","231.9","271.6","237.4","271.4","271.6","271.6","237.4","NYG","New York","Giants","DEF","","DEF16","","","","","","","","","","","",""
"August 4, 2025","232.3","","235.2","","","","235.2","TEN","Tennessee","Titans","DEF","","DEF17","","","","","","","","","","","",""
"August 4, 2025","233.7","272.9","239.6","269.7","272.9","272.9","239.6","NE","New England","Patriots","DEF","","DEF18","","","","","","","","","","","",""
"August 4, 2025","233.7","276.6","243","274.3","276.6","276.6","243","LAR","Los Angeles","Rams","DEF","","DEF19","","","","","","","","","","","",""
"August 4, 2025","235","209.7","241.8","248.6","254","255.6","387.2","PIT","Calvin","Austin","WR","8125","WR80","","","","","","","","","","","",""
"August 4, 2025","236.4","185.5","252","194.1","152.3","193.2","213.3","CLE","Shedeur","Sanders","QB","12524","QB30","","","","","","","","","","","",""
"August 4, 2025","237.3","225.8","269.7","236.6","231.3","224.7","349.3","WAS","Jacory","Croskey-Merritt","RB","12533","RB66","","","","","","","","","","","",""
"August 4, 2025","238.7","219.4","230.4","277.3","265.4","291.4","397.9","DAL","Miles","Sanders","RB","6151","RB67","","","","","","","","","","","",""
"August 4, 2025","239","197.3","231.2","161.6","159.4","164.5","245.5","LAR","Terrance","Ferguson","TE","12487","TE30","","","","","","","","","","","",""
"August 4, 2025","239.9","215","232.9","169.1","179.1","167.2","263.6","TEN","Elic","Ayomanor","WR","12499","WR81","","","","","","","","","","","",""
"August 4, 2025","241","163","236.7","165","98.6","171.4","195.2","NYG","Jaxson","Dart","QB","12508","QB31","","","","","","","","","","","",""
"August 4, 2025","242.4","227.6","253.7","283.4","287","299.8","","LV","Raheem","Mostert","RB","2749","RB68","","","","","","","","","","","",""
"August 4, 2025","243.4","211.5","201.7","199.1","199.1","187.2","333.8","GB","MarShawn","Lloyd","RB","11581","RB69","","","","","","","","","","","",""
"August 4, 2025","244.7","205.2","244.4","182.4","183.6","173.8","315.9","CAR","Jalen","Coker","WR","11646","WR82","","","","","","","","","","","",""
"August 4, 2025","245.4","236.9","197.3","247.6","242.6","229.3","","DAL","Amari","Cooper","WR","2309","WR83","","","","","","","","","","","",""
"August 4, 2025","245.6","224.3","243.2","289.3","266.5","249.4","","JAX","Dyami","Brown","WR","7587","WR84","","","","","","","","","","","",""
"August 4, 2025","247.5","233.8","237.4","245.6","223.1","221.7","351.6","CIN","Tahj","Brooks","RB","12543","RB70","","","","","","","","","","","",""
"August 4, 2025","248.9","191.7","207.2","208","187.2","206.3","311.1","CAR","Ja'Tavion","Sanders","TE","11600","TE31","","","","","","","","","","","",""
"August 4, 2025","249.6","232.4","200.9","207.6","218.8","214.8","334.8","CHI","Kyle","Monangai","RB","12534","RB71","","","","","","","","","","","",""
"August 4, 2025","250.7","239.1","233.6","211.3","206.9","197.3","331.3","HOU","Woody","Marks","RB","12474","RB72","","","","","","","","","","","",""
"August 4, 2025","251.7","142.8","239.2","","175.3","","278.8","NYG","Russell","Wilson","QB","1234","QB32","","","","","","","","","","","",""
"August 4, 2025","252","208.6","203.2","254.9","241.8","239.7","395.1","ARI","Michael","Wilson","WR","10232","WR85","","","","","","","","","","","",""
"August 4, 2025","253.9","226.8","247.7","287.5","281.4","293.9","","NYG","Darius","Slayton","WR","6149","WR86","","","","","","","","","","","",""
"August 4, 2025","254.5","200.3","249.2","217.5","201.2","212.4","341.2","NYG","Theo","Johnson","TE","11597","TE32","","","","","","","","","","","",""
"August 4, 2025","255.2","149.7","239.3","251.9","149.9","239.9","214.6","NO","Tyler","Shough","QB","12545","QB33","","","","","","","","","","","",""
"August 4, 2025","256.9","218","254.7","299.4","259.7","","","NO","Juwan","Johnson","TE","7002","TE33","","","","","","","","","","","",""
"August 4, 2025","257.1","227.4","205.8","185.7","196.2","188.8","273.4","SF","Jordan","James","RB","12467","RB73","","","","","","","","","","","",""
"August 4, 2025","257.9","238.2","256.7","212.6","209","209.2","329.4","PIT","Roman","Wilson","WR","11630","WR87","","","","","","","","","","","",""
"August 4, 2025","259.1","181.9","250.9","","195","","285.2","IND","Daniel","Jones","QB","5870","QB34","","","","","","","","","","","",""
"August 4, 2025","260.7","221.1","257.2","257.2","227.4","227.7","352.6","KC","Noah","Gray","TE","7828","TE34","","","","","","","","","","","",""
"August 4, 2025","261.8","203.8","238.2","205","212.6","203.9","337.5","CHI","Cole","Kmet","TE","6826","TE35","","","","","","","","","","","",""
"August 4, 2025","262.5","239.8","242","184.2","193.6","184.4","343.9","IND","Adonai","Mitchell","WR","11625","WR88","","","","","","","","","","","",""
"August 4, 2025","263.1","241.2","248.2","255.3","236.2","217.2","","GB","Dontayvion","Wicks","WR","9486","WR89","","","","","","","","","","","",""
"August 4, 2025","263.3","233.2","245.6","178.6","174","177.4","267.4","CLE","Harold","Fannin","TE","12506","TE36","","","","","","","","","","","",""
"August 4, 2025","265.5","214.3","257.7","173.7","191","172.4","269.8","MIA","Ollie","Gordon","RB","12495","RB74","","","","","","","","","","","",""
"August 4, 2025","266.5","245.1","261.8","","269.4","261","","CLE","Diontae","Johnson","WR","5937","WR90","","","","","","","","","","","",""
"August 4, 2025","267.9","","","276","","","","SF","Jake","Moody","K","10937","K14","","","","","","","","","","","",""
"August 4, 2025","268.1","","263.8","","","","","LV","Daniel","Carlson","K","5095","K15","","","","","","","","","","","",""
"August 4, 2025","269.2","","280.7","","","","280.7","DAL","Dallas","Cowboys","DEF","","DEF20","","","","","","","","","","","",""
"August 4, 2025","270","","293.8","221.8","","273.8","","MIN","Will","Reichard","K","11792","K16","","","","","","","","","","","",""
"August 4, 2025","271","","242.6","","","","242.6","LAC","Los Angeles","Chargers","DEF","","DEF21","","","","","","","","","","","",""
"August 4, 2025","272.8","","268.7","","","","","MIA","Jason","Sanders","K","5119","K17","","","","","","","","","","","",""
"August 4, 2025","273.4","","241.8","","","","241.8","MIA","Miami","Dolphins","DEF","","DEF22","","","","","","","","","","","",""
"August 4, 2025","274.2","","284.4","","","","284.4","LV","Las Vegas","Raiders","DEF","","DEF23","","","","","","","","","","","",""
"August 4, 2025","275.4","","283.7","","","","283.7","IND","Indianapolis","Colts","DEF","","DEF24","","","","","","","","","","","",""
"August 4, 2025","275.7","","286.4","","","","286.4","NO","New Orleans","Saints","DEF","","DEF25","","","","","","","","","","","",""
"August 4, 2025","277.1","","285.9","","","","285.9","JAX","Jacksonville","Jaguars","DEF","","DEF26","","","","","","","","","","","",""
"August 4, 2025","278.2","","","","","","","NYJ","Justin","Tucker","K","1264","K18","","","","","","","","","","","",""
"August 4, 2025","279.6","250.3","272.6","197.4","205.2","191.3","332.8","DET","Isaac","TeSlaa","WR","12535","WR91","","","","","","","","","","","",""
"August 4, 2025","280.1","248.2","271.5","261.2","247.1","221.7","","CIN","Andrei","Iosivas","WR","10226","WR92","","","","","","","","","","","",""
"August 4, 2025","281.7","261.9","275.2","202.8","220.7","213.9","347","TEN","Xavier","Restrepo","WR","12520","WR93","","","","","","","","","","","",""
"August 4, 2025","281.7","242","259.5","245.6","233.9","207.7","","BAL","Keaton","Mitchell","RB","9511","RB75","","","","","","","","","","","",""
"August 4, 2025","283.7","201.7","274.2","191.9","142.2","176.6","221.6","SEA","Jalen","Milroe","QB","12510","QB35","","","","","","","","","","","",""
"August 4, 2025","284.5","184.3","","","245.9","","363.1","CLE","Joe","Flacco","QB","19","QB36","","","","","","","","","","","",""
"August 4, 2025","285.5","229.1","269.2","242.9","227.4","230.3","347.9","LAC","Oronde","Gadsden","TE","12493","TE37","","","","","","","","","","","",""
"August 4, 2025","286","254","273.8","","283.2","297.8","","KC","Elijah","Mitchell","RB","7561","RB76","","","","","","","","","","","",""
"August 4, 2025","287.5","243.8","251","214","229.8","199.7","","NO","Kendre","Miller","RB","9757","RB77","","","","","","","","","","","",""
"August 4, 2025","287.9","269.5","281.2","262.3","251.1","231.6","","GB","Christian","Watson","WR","8167","WR94","","","","","","","","","","","",""
"August 4, 2025","289.1","230.1","279.6","213.2","191.6","200.7","341.7","WAS","Ben","Sinnott","TE","11596","TE38","","","","","","","","","","","",""
"August 4, 2025","289.8","263.6","","","","","","SEA","Marquez","Valdes-Scantling","WR","5086","WR95","","","","","","","","","","","",""
"August 4, 2025","290.1","235.1","283.9","","294","","","LAR","Tyler","Higbee","TE","3271","TE39","","","","","","","","","","","",""
"August 4, 2025","291.2","253.9","289.3","291.9","273.6","256.7","","LV","Zack","Moss","RB","6845","RB78","","","","","","","","","","","",""
"August 4, 2025","292.7","244.7","275.8","263.7","239.8","242.1","","LAR","Jordan","Whittington","WR","11623","WR96","","","","","","","","","","","",""
"August 4, 2025","293","249.9","260.1","201.2","213.1","196.5","322.7","SEA","Tory","Horton","WR","12497","WR97","","","","","","","","","","","",""
"August 4, 2025","293.9","251.9","255.3","183","200.1","182.7","326.2","CAR","Trevor","Etienne","RB","12531","RB79","","","","","","","","","","","",""
"August 4, 2025","295.2","269.3","280.6","298.6","257.9","245.2","","NE","Kayshon","Boutte","WR","9504","WR98","","","","","","","","","","","",""
"August 4, 2025","296.7","247.9","278.4","287.4","291.3","","","LAR","Tutu","Atwell","WR","7562","WR99","","","","","","","","","","","",""
"August 4, 2025","297","251.8","281.8","215.5","221.9","205.5","400","DEN","Troy","Franklin","WR","11627","WR100","","","","","","","","","","","",""
"August 4, 2025","298.1","231.8","277.8","","289.7","","","LAC","Tyler","Conklin","TE","5133","TE40","","","","","","","","","","","",""
"August 4, 2025","299.2","271.4","245.3","297.8","268.6","251.5","","DEN","Jaleel","McLaughlin","RB","11439","RB80","","","","","","","","","","","",""
"August 4, 2025","299.4","265.4","","","256.1","","","LV","Michael","Mayer","TE","9482","TE41","","","","","","","","","","","",""
"August 4, 2025","299.5","277","","","272.3","257.5","","CIN","Jermaine","Burton","WR","11640","WR101","","","","","","","","","","","",""
"August 4, 2025","299.8","272.4","284.2","","","","","NO","Taysom","Hill","TE","4381","TE42","","","","","","","","","","","",""
"August 4, 2025","","275.8","","250.8","185.6","241.2","301.1","PIT","Will","Howard","QB","12511","QB37","","","","","","","","","","","",""
"August 4, 2025","","","","166.4","194.6","169","302.9","HOU","Tank","Dell","WR","9502","WR102","","","","","","","","","","","",""
"August 4, 2025","","","","206.8","197.2","194.4","335.3","CAR","Jonathon","Brooks","RB","11583","RB81","","","","","","","","","","","",""
"August 4, 2025","","260","","290","217.1","298.3","377.1","DAL","Joe","Milton","QB","11557","QB38","","","","","","","","","","","",""
"August 4, 2025","","268.9","","","226.7","","","CLE","Dillon","Gabriel","QB","12486","QB39","","","","","","","","","","","",""
"August 4, 2025","","","","293.5","232.5","","392.5","MIA","Quinn","Ewers","QB","12500","QB40","","","","","","","","","","","",""
"August 4, 2025","","223.5","","","235.3","","384","ATL","Kirk","Cousins","QB","1166","QB41","","","","","","","","","","","",""
"August 4, 2025","","280.9","287.7","253.6","237.5","216","","DEN","Audric","Estime","RB","11579","RB82","","","","","","","","","","","",""
"August 4, 2025","","","","249","238.8","227.3","","MIN","Tai","Felton","WR","12496","WR103","","","","","","","","","","","",""
"August 4, 2025","","","","259.7","239.4","232.2","","GB","Savion","Williams","WR","12482","WR104","","","","","","","","","","","",""
"August 4, 2025","","237.2","","","244.9","","373.1","NO","Spencer","Rattler","QB","11562","QB42","","","","","","","","","","","",""
"August 4, 2025","","257.8","","278.5","245.6","247.2","","WAS","Jaylin","Lane","WR","12641","WR105","","","","","","","","","","","",""
"August 4, 2025","","","","260.8","248.7","223.6","","SEA","Damien","Martinez","RB","12462","RB83","","","","","","","","","","","",""
"August 4, 2025","","","","257.9","249","259.3","","TEN","Gunnar","Helm","TE","12502","TE43","","","","","","","","","","","",""
"August 4, 2025","","","","281.6","253.8","244.9","","TEN","Chimere","Dike","WR","12540","WR106","","","","","","","","","","","",""
"August 4, 2025","","","","241.4","257","238.8","","CAR","Jimmy","Horn","WR","12523","WR107","","","","","","","","","","","",""
"August 4, 2025","","275.5","","","260.6","253.5","","MIA","Malik","Washington","WR","11610","WR108","","","","","","","","","","","",""
"August 4, 2025","","263.3","","299.2","261.1","248.9","","BUF","Elijah","Moore","WR","7596","WR109","","","","","","","","","","","",""
"August 4, 2025","","266.3","","293.4","262.3","257.7","","NYJ","Isaiah","Davis","RB","11571","RB84","","","","","","","","","","","",""
"August 4, 2025","","","","286.8","263.1","","","NYJ","Arian","Smith","WR","12539","WR110","","","","","","","","","","","",""
"August 4, 2025","","259.9","","295.1","263.9","251.7","","TB","Sean","Tucker","RB","9506","RB85","","","","","","","","","","","",""
"August 4, 2025","","","","284.4","267","254.6","","WAS","Luke","McCaffrey","WR","11650","WR111","","","","","","","","","","","",""
"August 4, 2025","","","","","269.7","","","IND","Riley","Leonard","QB","12470","QB43","","","","","","","","","","","",""
"August 4, 2025","","","","","274.6","","","ATL","Nick","Nash","WR","12478","WR112","","","","","","","","","","","",""
"August 4, 2025","","245.8","287.1","","275.5","","","CIN","Noah","Fant","TE","5857","TE44","","","","","","","","","","","",""
"August 4, 2025","","","","","275.7","262.3","","NE","Ja'Lynn","Polk","WR","11619","WR113","","","","","","","","","","","",""
"August 4, 2025","","","","292.2","277.6","260","","TB","Tez","Johnson","WR","12485","WR114","","","","","","","","","","","",""
"August 4, 2025","","","","","278.3","","","NE","Efton","Chism","WR","12542","WR115","","","","","","","","","","","",""
"August 4, 2025","","","","","279.4","288","","LAC","KeAndre","Lambert-Smith","WR","12670","WR116","","","","","","","","","","","",""
"August 4, 2025","","","","280.6","280.9","296.7","","DAL","Phil","Mafah","RB","12738","RB86","","","","","","","","","","","",""
"August 4, 2025","","","","","281","","","MIN","Sam","Howell","QB","8162","QB44","","","","","","","","","","","",""
"August 4, 2025","","","","","284.8","293.8","","PHI","A.J.","Dillon","RB","6828","RB87","","","","","","","","","","","",""
"August 4, 2025","","","","","285.2","","","JAX","LeQuint","Allen","RB","12544","RB88","","","","","","","","","","","",""
"August 4, 2025","","","","296.6","286.1","263.5","","TEN","Kalel","Mullings","RB","12516","RB89","","","","","","","","","","","",""
"August 4, 2025","","256.8","","","287.7","","","CLE","Kenny","Pickett","QB","8160","QB45","","","","","","","","","","","",""
"August 4, 2025","","","","","290.7","","","GB","Luke","Musgrave","TE","9481","TE45","","","","","","","","","","","",""
"August 4, 2025","","","","","292.8","","","MIA","Zach","Wilson","QB","7538","QB46","","","","","","","","","","","",""
"August 4, 2025","","274.8","","","293.8","","","NYG","Jameis","Winston","QB","2306","QB47","","","","","","","","","","","",""
"August 4, 2025","","","","","295.6","","","TEN","Isaiah","Bond","WR","12503","WR117","","","","","","","","","","","",""
"August 4, 2025","","","","","296.9","","","NYJ","Malachi","Corley","WR","11617","WR118","","","","","","","","","","","",""
"August 4, 2025","","278.5","291.3","","297.4","299.4","","DAL","Jalen","Tolbert","WR","8117","WR119","","","","","","","","","","","",""
"August 4, 2025","","","","","298.4","","","CAR","Mitchell","Evans","TE","12473","TE46","","","","","","","","","","","",""
"August 4, 2025","","","","","299.5","","","IND","Khalil","Herbert","RB","7608","RB90","","","","","","","","","","","",""
"August 4, 2025","","","","","299.7","","","SF","Mac","Jones","QB","7527","QB48","","","","","","","","","","","",""
"August 4, 2025","","255.7","","","","","","MIN","Jalen","Nailor","WR","8180","WR120","","","","","","","","","","","",""
"August 4, 2025","","257.5","","","","","","DEN","Devaughn","Vele","WR","11834","WR121","","","","","","","","","","","",""
"August 4, 2025","","262.3","","","","","","LAC","Will","Dissly","TE","5010","TE47","","","","","","","","","","","",""
"August 4, 2025","","267.5","","","","","","NYJ","Allen","Lazard","WR","5185","WR122","","","","","","","","","","","",""
"August 4, 2025","","273","286.3","","","","","NO","Brandin","Cooks","WR","2197","WR123","","","","","","","","","","","",""
"August 4, 2025","","279","","","","","","LV","Tre","Tucker","WR","10213","WR124","","","","","","","","","","","",""
"August 4, 2025","","299.4","","","","","","SEA","AJ","Barner","TE","11603","TE48","","","","","","","","","","","",""
"August 4, 2025","","","","","","","77.9","IND","Zaire","Franklin","LB","5346","LB1","","","","","","","","","","","",""
"August 4, 2025","","","","","","","83.6","BAL","Roquan","Smith","LB","4960","LB2","","","","","","","","","","","",""
"August 4, 2025","","","","","","","89.2","DAL","Micah","Parsons","LB","7640","LB3","","","","","","","","","","","",""
"August 4, 2025","","","","","","","91.7","SF","Fred","Warner","LB","5041","LB4","","","","","","","","","","","",""
"August 4, 2025","","","","","","","97.2","LV","Maxx","Crosby","DE","5991","DE1","","","","","","","","","","","",""
"August 4, 2025","","","","","","","100.3","PIT","T.J.","Watt","LB","4070","LB5","","","","","","","","","","","",""
"August 4, 2025","","","","","","","106.9","DET","Aidan","Hutchinson","DL","8289","DL1","","","","","","","","","","","",""
"August 4, 2025","","","","","","","109.9","CLE","Myles","Garrett","DE","3973","DE2","","","","","","","","","","","",""
"August 4, 2025","","","","","","","112.9","CHI","T.J.","Edwards","LB","5960","LB6","","","","","","","","","","","",""
"August 4, 2025","","","","","","","113.4","BAL","Kyle","Hamilton","DB","8339","DB1","","","","","","","","","","","",""
"August 4, 2025","","","","","","","117.9","PHI","Zack","Baun","LB","6815","LB7","","","","","","","","","","","",""
"August 4, 2025","","","","","","","118.4","DET","Brian","Branch","DB","10905","DB2","","","","","","","","","","","",""
"August 4, 2025","","","","","","","123.6","KC","Nick","Bolton","LB","7648","LB8","","","","","","","","","","","",""
"August 4, 2025","","","","","","","125.7","HOU","Will","Anderson","DL","10892","DL2","","","","","","","","","","","",""
"August 4, 2025","","","","","","","131.6","SF","Nick","Bosa","DE","5816","DE3","","","","","","","","","","","",""
"August 4, 2025","","","","","","","134.8","DEN","Nik","Bonitto","LB","8280","LB9","","","","","","","","","","","",""
"August 4, 2025","","","","","","","139.3","ATL","Kaden","Elliss","LB","6302","LB10","","","","","","","","","","","",""
"August 4, 2025","","","","","","","141.9","JAX","Foyesade","Oluokun","LB","5332","LB11","","","","","","","","","","","",""
"August 4, 2025","","","","","","","142","NYG","Abdul","Carter","DL","12574","DL3","","","","","","","","","","","",""
"August 4, 2025","","","","","","","143.8","SEA","Ernest","Jones","LB","7672","LB12","","","","","","","","","","","",""
"August 4, 2025","","","","","","","146.5","IND","Nick","Cross","DB","8392","DB3","","","","","","","","","","","",""
"August 4, 2025","","","","","","","148.8","ATL","Jessie","Bates","DB","5017","DB4","","","","","","","","","","","",""
"August 4, 2025","","","","","","","149.2","NYG","Bobby","Okereke","LB","5944","LB13","","","","","","","","","","","",""
"August 4, 2025","","","","","","","151.8","ARI","Budda","Baker","DB","4081","DB5","","","","","","","","","","","",""
"August 4, 2025","","","","","","","153.7","LAR","Jared","Verse","DL","11665","DL4","","","","","","","","","","","",""
"August 4, 2025","","","","","","","157.3","LAC","Derwin","James","DB","4971","DB6","","","","","","","","","","","",""
"August 4, 2025","","","","","","","160.4","MIA","Jordyn","Brooks","LB","6949","LB14","","","","","","","","","","","",""
"August 4, 2025","","","","","","","161.1","TB","Antoine","Winfield","DB","6888","DB7","","","","","","","","","","","",""
"August 4, 2025","","","","","","","163.7","BUF","Terrel","Bernard","LB","8311","LB15","","","","","","","","","","","",""
"August 4, 2025","","","","","","","165.9","MIN","Andrew","Van Ginkel","LB","6183","LB16","","","","","","","","","","","",""
"August 4, 2025","","","","","","","166.3","NE","Robert","Spillane","LB","5726","LB17","","","","","","","","","","","",""
"August 4, 2025","","","","","","","169.5","CIN","Trey","Hendrickson","DE","4135","DE4","","","","","","","","","","","",""
"August 4, 2025","","","","","","","172","NYJ","Jamien","Sherwood","LB","7841","LB18","","","","","","","","","","","",""
"August 4, 2025","","","","","","","173.7","WAS","Bobby","Wagner","LB","1233","LB19","","","","","","","","","","","",""
"August 4, 2025","","","","","","","176.7","PIT","Patrick","Queen","LB","6807","LB20","","","","","","","","","","","",""
"August 4, 2025","","","","","","","178.2","HOU","Danielle","Hunter","DE","2393","DE5","","","","","","","","","","","",""
"August 4, 2025","","","","","","","179.5","IND","Cam","Bynum","DB","7715","DB8","","","","","","","","","","","",""
"August 4, 2025","","","","","","","182.3","DEN","Alex","Singleton","LB","2617","LB21","","","","","","","","","","","",""
"August 4, 2025","","","","","","","197.1","GB","Edgerrin","Cooper","LB","11687","LB22","","","","","","","","","","","",""
"August 4, 2025","","","","","","","197.3","SEA","Julian","Love","DB","5876","DB9","","","","","","","","","","","",""
"August 4, 2025","","","","","","","199.2","LAC","Daiyan","Henley","LB","10914","LB23","","","","","","","","","","","",""
"August 4, 2025","","","","","","","200.1","NYG","Brian","Burns","DE","5862","DE6","","","","","","","","","","","",""
"August 4, 2025","","","","","","","201.3","GB","Xavier","McKinney","DB","6788","DB10","","","","","","","","","","","",""
"August 4, 2025","","","","","","","202","MIN","Jonathan","Greenard","DE","6900","DE7","","","","","","","","","","","",""
"August 4, 2025","","","","","","","203.4","NYJ","Quincy","Williams","LB","6214","LB24","","","","","","","","","","","",""
"August 4, 2025","","","","","","","203.6","BAL","Malaki","Starks","DB","12567","DB11","","","","","","","","","","","",""
"August 4, 2025","","","","","","","205.9","GB","Quay","Walker","LB","8266","LB25","","","","","","","","","","","",""
"August 4, 2025","","","","","","","206.9","DET","Jack","Campbell","LB","10880","LB26","","","","","","","","","","","",""
"August 4, 2025","","","","","","","207.5","ATL","Jalon","Walker","DL","12568","DL5","","","","","","","","","","","",""
"August 4, 2025","","","","","","","208.3","CIN","Logan","Wilson","LB","6880","LB27","","","","","","","","","","","",""
"August 4, 2025","","","","","","","209.3","PHI","Jalen","Carter","DL","10888","DL6","","","","","","","","","","","",""
"August 4, 2025","","","","","","","210","MIN","Joshua","Metellus","DB","6901","DB12","","","","","","","","","","","",""
"August 4, 2025","","","","","","","211.1","HOU","Azeez","Al-Shaair","LB","6485","LB28","","","","","","","","","","","",""
"August 4, 2025","","","","","","","212.2","JAX","Josh","Hines-Allen","DE","5840","DE8","","","","","","","","","","","",""
"August 4, 2025","","","","","","","215","JAX","Travon","Walker","LB","8265","LB29","","","","","","","","","","","",""
"August 4, 2025","","","","","","","216","PHI","Cooper","DeJean","DB","11678","DB13","","","","","","","","","","","",""
"August 4, 2025","","","","","","","218.6","WAS","Frankie","Luvu","LB","5580","LB30","","","","","","","","","","","",""
